word,frequency,length
அமைந்த,7842,4
நிகழ்வுகள்,7842,6
ம�,7838,1
குறை,7830,2
//,7826,0
இஸ்லாமிய,7824,5
பாரதி,7817,3
மாட்டேன்,7815,4
போரில்,7813,3
முயற்சியில்,7812,6
சூரியன்,7808,4
வருகிறோம்,7803,5
கிடைக்கிறது,7802,6
இதர,7801,3
கருப்பு,7798,4
பாதி,7789,2
ஒன்பது,7785,4
பையன்,7783,3
கிராம்,7782,3
செய்யப்படுகிறது,7780,9
விதமான,7776,4
ட்விட்டர்,7771,5
காலமாக,7760,4
இவர்களுக்கு,7757,7
தமிழ்ப்,7756,4
அகில,7751,3
நடத்தப்படும்,7749,8
பலத்த,7744,4
தோன்றுகிறது,7741,6
மறுநாள்,7710,4
கேட்கும்,7709,4
அனைவரையும்,7699,6
அளித்தார்,7694,5
வேளாண்,7692,3
என்கிறார்கள்,7688,7
அதற்குப்,7687,5
இருப்பதை,7682,5
சொல்லலாம்,7680,5
செலுத்தி,7675,4
பொதுவான,7672,4
கோட்டை,7662,3
பூ,7656,1
தலைநகர்,7648,5
சொன்னேன்,7647,4
பார்,7647,2
மண,7644,2
கிடைக்க,7643,4
மாதங்களில்,7641,6
உடலை,7640,3
அணை,7632,2
ரிசர்வ்,7629,4
இந்தியப்,7623,5
கோலி,7623,2
எல்லை,7621,3
அணிகள்,7621,4
இவரை,7618,3
வேளை,7616,2
வேலைக்கு,7610,4
படும்,7608,3
வந்தேன்,7607,4
வரும்போது,7606,5
தொலைபேசி,7605,4
இன்றி,7603,3
இருப்பார்கள்,7603,7
நானே,7592,2
பிடிக்க,7588,4
இனம்,7586,3
மட்டும்தான்,7585,6
மறைந்த,7581,4
செயல்பட,7570,5
அரிசி,7568,3
தீ,7555,1
குறைந்தது,7554,5
காரில்,7550,3
கண்டிப்பாக,7545,6
சீன,7540,2
கால்பந்து,7537,5
போதே,7528,2
மதியம்,7528,4
கருதி,7527,3
போலி,7524,2
ஆன்மாவிற்கு,7522,6
அழைக்கப்படும்,7519,8
பணியாற்றி,7518,5
அவருடன்,7515,5
நிலைக்கு,7515,4
தில்,7510,2
மன்னன்,7507,4
கூகுள்,7504,3
குரலில்,7501,4
தங்களுக்கு,7491,6
நல்லா,7489,3
கொள்ளவில்லை,7488,6
வடிவம்,7483,4
என்றுதான்,7483,5
போட்டிகளிலும்,7483,7
சேர,7479,2
தொடர்பாக,7470,6
மின்சார,7468,4
விரைந்து,7461,4
சுய,7460,2
மாநாடு,7456,3
களத்தில்,7451,5
வழக்கமான,7450,6
கடைசியில்,7448,5
விட்டால்,7448,4
தெரு,7446,2
உரிமைகள்,7436,5
இடையிலான,7426,5
காலகட்டத்தில்,7419,8
அறிந்த,7418,4
மண்டல,7418,4
வந்தன,7416,4
கையை,7416,2
முறையை,7416,3
ஆள்,7413,2
காணப்படுகின்றன,7410,9
வயதான,7402,4
பட்ஜெட்,7393,4
வலது,7389,3
வாகனங்கள்,7384,6
இன்றைக்கு,7382,5
தள்ளுபடி,7382,5
ரத்த,7381,3
ஆரம்பித்து,7377,6
அங்குள்ள,7370,5
உறவினர்கள்,7369,7
வேற,7367,2
சும்மா,7365,3
கண்டித்து,7362,5
காய்ச்சல்,7358,5
எதிர்பார்க்கப்படுகிறது,7344,13
உள்ளிட்டோர்,7343,6
அப்படித்தான்,7342,7
அவரும்,7339,4
போகிறது,7332,4
பந்துகளில்,7325,6
வேலையை,7318,3
திருப்பி,7318,4
உணவுப்,7317,4
அப்புசாமி,7313,5
நாளைக்கு,7310,4
தலைப்பில்,7306,5
தாத்தா,7305,3
புயல்,7303,3
தரிசனம்,7301,5
செலவில்,7299,4
வங்கிகள்,7298,5
குழந்தைகளின்,7296,7
அறிவித்தார்,7290,6
சன,7290,2
வெள்ளி,7288,3
இருந்ததால்,7288,6
கன்னியாகுமரி,7278,7
செய்யவில்லை,7278,6
விஷயத்தில்,7275,6
வருகிறேன்,7270,5
பஞ்சாப்,7262,4
திட்டங்களை,7260,6
உருவாக்கும்,7259,6
இப்பொழுது,7257,5
வேகம்,7252,3
இவர்களின்,7248,6
கட்டுரைகள்,7241,6
விதத்தில்,7239,5
மார்க்சிஸ்ட்,7235,6
பத்திரிகை,7234,5
கருத்தில்,7233,5
ஸ்மார்ட்,7227,4
அப்துல்,7226,4
பழக்கம்,7218,5
அப்,7211,2
கொண்டேன்,7202,4
மனுவை,7202,3
அவளுடைய,7197,5
இந்தியாவுக்கு,7197,7
அத்தகைய,7191,5
பெண்ணை,7190,3
நிறுவனங்களின்,7190,8
கோயிலில்,7184,4
வின்,7180,2
கத,7176,2
ஏற்க,7171,3
தேவைப்படும்,7168,6
திட்டத்தில்,7164,6
தொடங்கும்,7159,5
ஆதார்,7155,3
சனி,7150,2
நிறுத்த,7145,4
ஈமெயில்,7144,4
தடவை,7142,3
அடைய,7141,3
சேர்ந்தவர்கள்,7139,8
தொகையை,7135,3
படங்களை,7134,5
கண்ணாடி,7132,4
நிற,7126,2
புதுக்கோட்டை,7123,6
தங்களை,7121,4
தீவிரமாக,7120,5
என்றெல்லாம்,7116,6
இப்படத்தின்,7116,7
முதல்தர,7114,5
வழக்கமாக,7113,6
எல்லாவற்றையும்,7112,8
அரசை,7111,3
ஆட்சிக்கு,7111,5
சினிமாவில்,7108,5
தள்ளி,7100,3
விஷயங்கள்,7097,6
என்பன,7085,4
கிடைக்கவில்லை,7085,7
அரசும்,7079,4
ஞாயிற்றுக்கிழமை,7076,8
சேரும்,7073,3
மாநாட்டில்,7054,5
புகைப்படம்,7054,6
கடமை,7052,3
கரூர்,7051,3
வழிபாடு,7051,4
விலையில்,7049,4
வந்தான்,7048,4
வளரும்,7045,4
கற்றுக்,7038,4
முக்கியமாக,7037,6
போன்றவற்றை,7033,6
வார்த்தைகள்,7026,6
இறங்கி,7023,4
தயாரிப்பாளர்,7018,7
விரும்பும்,7014,5
அதிரடி,7013,4
எனக்குப்,7009,5
உள்நாட்டு,7009,5
கூறுகிறது,7006,5
யின்,7003,2
மாவட்டத்தின்,7002,7
துப்பாக்கி,7000,5
குழந்தைகளை,6999,6
பிள்ளைகள்,6995,5
இல்லாததால்,6995,6
விசாரணையில்,6995,6
கேட்டால்,6991,4
கலந்த,6989,4
கூட்டமைப்பு,6987,6
மக,6986,2
ஆகி,6984,2
மரண,6982,3
வெட்டி,6968,3
வென்ற,6967,3
வழியே,6964,3
அருமையான,6956,5
தயாரித்து,6952,5
இரண்டும்,6950,5
நண்பன்,6946,4
நாளும்,6945,3
வடிவில்,6945,4
பல்,6942,2
ஜப்பான்,6941,4
அக்கா,6938,3
வந்தாலும்,6938,5
தீர்மானம்,6933,5
ஆங்கிலத்தில்,6930,7
ஒட்டுமொத்த,6925,6
முன்னிலை,6923,4
டிவி,6916,2
முயற்சிகள்,6915,6
உள்துறை,6914,4
குழுவின்,6912,4
புதன்கிழமை,6906,6
முதலாம்,6897,4
இணையத்தில்,6897,6
ஜெயலலிதாவின்,6895,7
வீட்டின்,6895,4
இதைக்,6893,3
சிக்கல்,6891,4
வென்று,6886,3
பிளாஸ்டிக்,6880,5
கூறியது,6874,4
இராணுவ,6874,4
வெள்ளம்,6873,4
முதல்வராக,6872,6
போதிலும்,6871,4
விக்கெட்,6870,4
ஜோடி,6867,2
இதெல்லாம்,6863,5
நன்மை,6858,3
பாராளுமன்ற,6856,6
போட,6856,2
என்பதற்காக,6855,7
அரிய,6854,3
பகுதியாக,6850,5
மடங்கு,6849,4
இங்குள்ள,6847,5
வழக்குகள்,6844,6
உட்கார்ந்து,6834,6
மாற்றங்கள்,6834,6
நாலு,6833,2
அழைக்கப்படுகிறது,6830,10
பிரிந்து,6830,4
ஓவர்களில்,6830,6
வீடுகள்,6830,4
எத்தனையோ,6829,5
அவுட்,6827,3
கட்சியில்,6824,5
ஒன்றிய,6821,4
மனிதர்,6818,4
விவரம்,6817,4
வியாழக்கிழமை,6817,7
நாய்,6814,2
அலுவலக,6814,5
சொந்தமான,6811,5
முகமது,6810,4
இவரின்,6787,4
நில,6783,2
நிலுவையில்,6782,5
கொள்ளுங்கள்,6774,6
ஆமாம்,6770,3
கேட்டேன்,6768,4
வாயில்,6767,3
ஆகியவற்றின்,6758,7
நிச்சயமாக,6754,6
-வது,6753,2
அட்டை,6750,3
பகல்,6749,3
எந்தக்,6746,4
புத்தகங்கள்,6745,7
சட்டத்தை,6741,5
சந்தித்த,6740,5
பொலிஸார்,6740,4
வாக்குகள்,6739,5
சார்பாக,6736,4
வரையிலான,6733,5
ரத,6727,2
நினைவில்,6724,4
தவிர்த்து,6716,5
இருக்கிறோம்,6713,6
பலி,6696,2
பதவியை,6692,4
இருக்கின்றது,6688,7
�,6683,0
மரங்கள்,6673,5
அதேபோல,6660,4
கணேசன்,6658,4
போட்ட,6656,3
ராமதாஸ்,6652,4
பரவலாக,6648,5
சைக்கிள்,6643,4
அரசுகள்,6632,5
இருந்தேன்,6627,5
ஆஸ்திரேலிய,6626,6
கல,6621,2
அதைச்,6617,3
தலித்,6616,3
வகைகள்,6615,4
கடைகள்,6611,4
அமைச்சகம்,6610,6
எங்களை,6609,4
வீட்டை,6606,3
ஜல்லிக்கட்டு,6603,7
இந்தியத்,6602,5
குறைக்க,6600,4
மாரியம்மன்,6597,6
தாயார்,6591,3
கடற்கரை,6591,5
நேர்,6589,2
வருட,6587,3
பாமக,6587,3
போராட்டத்தை,6582,6
பிரச்சனை,6581,5
மருத்துவமனைக்கு,6578,9
முன்னேற்றம்,6575,6
தெரியவந்தது,6563,7
அக்கறை,6553,4
ஒலி,6550,2
அதிகரித்துள்ளது,6549,9
